SBOID;SAID;DescriptionDE;DescriptionFR;DescriptionIT;DescriptionEN;AbbreviationDE;AbbreviationFR;AbbreviationIT;AbbreviationEN;OrganisationNumber;ContactEnterpriseMail;validFrom;validTo;types
ch:1:sboid:100366;100366;Communauté tarifaire vaudoise 2;Communauté tarifaire vaudoise 2;Communauté tarifaire vaudoise 2;Communauté tarifaire vaudoise 2;CTV2;CTV2;CTV2;CTV2;445;;1900-01-01;2015-01-31;51
ch:1:sboid:100106;100106;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;BEST-mmb;BEST-mmb;BEST-mmb;BEST-mmb;133;;1900-01-01;2018-06-05;12
ch:1:sboid:100106;100106;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;Celeriner Bergbahnen - Punt Muragl-Muottas Muragl;ESMM-mmb;ESMM-mmb;ESMM-mmb;ESMM-mmb;133;;2018-06-06;2099-12-31;12
ch:1:sboid:100196;100196;Celeriner Bergbahnen - Celerina-Saluver;Celeriner Bergbahnen - Celerina-Saluver;Celeriner Bergbahnen - Celerina-Saluver;Celeriner Bergbahnen - Celerina-Saluver;BEST-Ics;BEST-Ics;BEST-Ics;BEST-Ics;238;;1900-01-01;2018-06-05;12
ch:1:sboid:100119;100119;Bergbahnen Engadin St. Moritz AG;Bergbahnen Engadin St. Moritz AG;Bergbahnen Engadin St. Moritz AG;Bergbahnen Engadin St. Moritz AG;BEST-smbb;BEST-smbb;BEST-smbb;BEST-smbb;147;;1900-01-01;2018-06-05;12
ch:1:sboid:100992;100992;Sesselbahn St. Moritz Suvretta-Randolins;Sesselbahn St. Moritz Suvretta-Randolins;Sesselbahn St. Moritz Suvretta-Randolins;Sesselbahn St. Moritz Suvretta-Randolins;ESMM-smsr;ESMM-smsr;ESMM-smsr;ESMM-smsr;3051;;2018-06-06;2099-12-31;12
ch:1:sboid:100001;100001;Schweizerische Bundesbahnen SBB;Chemins de fer fédéraux suisses CFF;Ferrovie federali svizzere FFS;Schweizerische Bundesbahnen SBB;SBB;CFF;FFS;SBB;11;;1900-01-01;2099-12-31;10
ch:1:sboid:100427;100427;Bergbahnen Samnaun AG;Bergbahnen Samnaun AG;Bergbahnen Samnaun AG;Bergbahnen Samnaun AG;S&R Samnau;S&R Samnau;S&R Samnau;S&R Samnau;506;;1900-01-01;2012-05-31;50
ch:1:sboid:100504;100504;Libero City;Libero City;Libero City;Libero City;LiberoCity;LiberoCity;LiberoCity;LiberoCity;601;;1900-01-01;2013-02-28;30
ch:1:sboid:101708;101708;Cash Payment Solutions GmbH;Cash Payment Solutions GmbH;Cash Payment Solutions GmbH;Cash Payment Solutions GmbH;BARZAHLEN;BARZAHLEN;BARZAHLEN;BARZAHLEN;411;sinischa.piacun@sbb.ch;2018-07-31;2099-12-31;95
ch:1:sboid:100613;100613;Automobilverkehr BLS;Automobilverkehr BLS;Automobilverkehr BLS;Automobilverkehr BLS;BLS Auto;BLS Auto;BLS Auto;BLS Auto;814;;1900-01-01;2001-12-31;30
ch:1:sboid:100614;100614;BLS Lötschbergbahn/Auto Gürbetal;BLS Lötschbergbahn/Auto Gürbetal;BLS Lötschbergbahn/Auto Gürbetal;BLS Lötschbergbahn/Auto Gürbetal;BLS/Autogü;BLS/Autogü;BLS/Autogü;BLS/Autogü;815;;1900-01-01;2002-12-31;30
ch:1:sboid:100086;100086;Standseilbahn Schwyz-Stoos AG;Standseilbahn Schwyz-Stoos AG;Standseilbahn Schwyz-Stoos AG;Standseilbahn Schwyz-Stoos AG;StSS;StSS;StSS;StSS;112;;1900-01-01;2099-12-31;10
ch:1:sboid:100087;100087;Toggenburg Bergbahnen Unterwasser;Toggenburg Bergbahnen Unterwasser;Toggenburg Bergbahnen Unterwasser;Toggenburg Bergbahnen Unterwasser;TBBU;TBBU;TBBU;TBBU;113;;1900-01-01;2099-12-31;10
ch:1:sboid:100088;100088;Engelberg-Trübsee-Titlis;Engelberg-Trübsee-Titlis;Engelberg-Trübsee-Titlis;Engelberg-Trübsee-Titlis;BET;BET;BET;BET;114;;1900-01-01;2099-12-31;10
ch:1:sboid:100425;100425;Snow & Rail Nendaz;Snow & Rail Nendaz;Snow & Rail Nendaz;Snow & Rail Nendaz;S&R Nendaz;S&R Nendaz;S&R Nendaz;S&R Nendaz;504;;1900-01-01;2099-12-31;50
ch:1:sboid:100426;100426;Bogn Engadina Scuol (BES) SA;Bogn Engadina Scuol (BES) SA;Bogn Engadina Scuol (BES) SA;Bogn Engadina Scuol (BES) SA;S&R Scuol;S&R Scuol;S&R Scuol;S&R Scuol;505;;1900-01-01;2099-12-31;50
ch:1:sboid:100428;100428;Bergbahnen Engadin/St.Moritz;Bergbahnen Engadin/St.Moritz;Bergbahnen Engadin/St.Moritz;Bergbahnen Engadin/St.Moritz;S&R Engad;S&R Engad;S&R Engad;S&R Engad;507;;1900-01-01;2099-12-31;50
ch:1:sboid:100429;100429;Tageskarte Euregio Bodensee;Tageskarte Euregio Bodensee;Tageskarte Euregio Bodensee;Tageskarte Euregio Bodensee;TKEB;TKEB;TKEB;TKEB;508;;1900-01-01;2099-12-31;95
ch:1:sboid:100430;100430;Autobusbetrieb AZZK Zollikon;Autobusbetrieb AZZK Zollikon;Autobusbetrieb AZZK Zollikon;Autobusbetrieb AZZK Zollikon;AZZK;AZZK;AZZK;AZZK;517;;1900-01-01;2099-12-31;95
ch:1:sboid:100431;100431;Limmatbus AG Dietikon;Limmatbus AG Dietikon;Limmatbus AG Dietikon;Limmatbus AG Dietikon;BDWM;BDWM;BDWM;BDWM;518;;1900-01-01;2099-12-31;95
ch:1:sboid:100433;100433;Western Union;Western Union;Western Union;Western Union;WU;WU;WU;WU;520;;1900-01-01;2099-12-31;95
ch:1:sboid:100434;100434;ATE Bus AG Effretikon;ATE Bus AG Effretikon;ATE Bus AG Effretikon;ATE Bus AG Effretikon;GAT;GAT;GAT;GAT;521;;1900-01-01;2099-12-31;95
ch:1:sboid:100435;100435;AHW Busbetrieb AG Horgen;AHW Busbetrieb AG Horgen;AHW Busbetrieb AG Horgen;AHW Busbetrieb AG Horgen;AHW;AHW;AHW;AHW;522;;1900-01-01;2099-12-31;95
ch:1:sboid:100437;100437;Swiss Rail Traffic AG Glattbrugg;Swiss Rail Traffic AG Glattbrugg;Swiss Rail Traffic AG Glattbrugg;Swiss Rail Traffic AG Glattbrugg;SRT;SRT;SRT;SRT;525;;1900-01-01;2099-12-31;95
ch:1:sboid:100438;100438;DB Cargo Schweiz GmbH;DB Cargo Schweiz GmbH;DB Cargo Schweiz GmbH;DB Cargo Schweiz GmbH;DBCCH;DBCCH;DBCCH;DBCCH;526;;1900-01-01;2099-12-31;95
ch:1:sboid:100166;100166;Davos Klosters Bergbahnen (lkp);Davos Klosters Bergbahnen (lkp);Davos Klosters Bergbahnen (lkp);Davos Klosters Bergbahnen (lkp);DKB-lkp;DKB-lkp;DKB-lkp;DKB-lkp;208;;1900-01-01;2099-12-31;10
ch:1:sboid:100167;100167;Aletsch Riederalp Bahnen AG;Aletsch Riederalp Bahnen AG;Aletsch Riederalp Bahnen AG;Aletsch Riederalp Bahnen AG;ARBAG;ARBAG;ARBAG;ARBAG;209;;1900-01-01;2099-12-31;10
ch:1:sboid:100169;100169;Raron-Unterbäch;Raron-Unterbäch;Raron-Unterbäch;Raron-Unterbäch;LRU;LRU;LRU;LRU;211;;1900-01-01;2099-12-31;10
ch:1:sboid:100170;100170;Chalais-Briey-Vercorin;Chalais-Briey-Vercorin;Chalais-Briey-Vercorin;Chalais-Briey-Vercorin;CBV;CBV;CBV;CBV;212;;1900-01-01;2099-12-31;10
ch:1:sboid:100171;100171;Schwägalp-Säntis;Schwägalp-Säntis;Schwägalp-Säntis;Schwägalp-Säntis;LSS;LSS;LSS;LSS;213;;1900-01-01;2099-12-31;10
ch:1:sboid:101063;101063;Funiva San Carlo-Robiei;Funiva San Carlo-Robiei;Funiva San Carlo-Robiei;Funiva San Carlo-Robiei;FSCR;FSCR;FSCR;FSCR;3123;;1900-01-01;2099-12-31;12
ch:1:sboid:101065;101065;Funivia Monte Lema SA;Funivia Monte Lema SA;Funivia Monte Lema SA;Funivia Monte Lema SA;FML-fml;FML-fml;FML-fml;FML-fml;3125;;1900-01-01;2018-01-12;12
ch:1:sboid:101068;101068;Sesselbahn Krümmenschwil-Rietbach;Sesselbahn Krümmenschwil-Rietbach;Sesselbahn Krümmenschwil-Rietbach;Sesselbahn Krümmenschwil-Rietbach;SKR;SKR;SKR;SKR;3128;;1900-01-01;2099-12-31;12
ch:1:sboid:101069;101069;Sesselbahn Wildhaus-Gamplüt;Sesselbahn Wildhaus-Gamplüt;Sesselbahn Wildhaus-Gamplüt;Sesselbahn Wildhaus-Gamplüt;SWG;SWG;SWG;SWG;3129;;1900-01-01;2099-12-31;12
ch:1:sboid:101191;101191;Engelberger Auto-Betriebe;Engelberger Auto-Betriebe;Engelberger Auto-Betriebe;Engelberger Auto-Betriebe;EAB;EAB;EAB;EAB;7058;;1900-01-01;2099-12-31;32
ch:1:sboid:101192;101192;Elektrobus Zermatt;Elektrobus Zermatt;Elektrobus Zermatt;Elektrobus Zermatt;EBZ-ebz;EBZ-ebz;EBZ-ebz;EBZ-ebz;7059;;1900-01-01;2018-01-13;32
ch:1:sboid:101193;101193;Ortsbus Weggis;Ortsbus Weggis;Ortsbus Weggis;Ortsbus Weggis;OBW;OBW;OBW;OBW;7060;;1900-01-01;2099-12-31;32
ch:1:sboid:101194;101194;Ortsbus Saas-Fee;Ortsbus Saas-Fee;Ortsbus Saas-Fee;Ortsbus Saas-Fee;OSF;OSF;OSF;OSF;7061;;1900-01-01;2099-12-31;32
ch:1:sboid:101195;101195;Office du tourisme de Leysin;Office du tourisme de Leysin;Office du tourisme de Leysin;Office du tourisme de Leysin;OTL;OTL;OTL;OTL;7062;;1900-01-01;2099-12-31;32
ch:1:sboid:101197;101197;Bus urbain Verbier;Bus urbain Verbier;Bus urbain Verbier;Bus urbain Verbier;BUV;BUV;BUV;BUV;7064;;1900-01-01;2099-12-31;32
ch:1:sboid:101198;101198;Bus de la commune de Riddes;Bus de la commune de Riddes;Bus de la commune de Riddes;Bus de la commune de Riddes;BCR;BCR;BCR;BCR;7065;;1900-01-01;2099-12-31;32
ch:1:sboid:101200;101200;Busbetrieb Oberems-Gruben;Busbetrieb Oberems-Gruben;Busbetrieb Oberems-Gruben;Busbetrieb Oberems-Gruben;BOG;BOG;BOG;BOG;7067;;1900-01-01;2099-12-31;32
ch:1:sboid:101203;101203;Taxi, Bau- und Traxarbeiten Willi Schaad;Taxi, Bau- und Traxarbeiten Willi Schaad;Taxi, Bau- und Traxarbeiten Willi Schaad;Taxi, Bau- und Traxarbeiten Willi Schaad;TWS;TWS;TWS;TWS;7070;;1900-01-01;2099-12-31;32
ch:1:sboid:101206;101206;Commune di Poschiavo;Commune di Poschiavo;Commune di Poschiavo;Commune di Poschiavo;CdP;CdP;CdP;CdP;7073;;1900-01-01;2099-12-31;32
ch:1:sboid:100446;100446;GM Tauschgeräte-Gebühren: Miete;GM Tauschgeräte-Gebühren: Miete;GM Tauschgeräte-Gebühren: Miete;GM Tauschgeräte-Gebühren: Miete;TG-Miet;TG-Miet;TG-Miet;TG-Miet;543;;1900-01-01;2099-12-31;95
ch:1:sboid:101408;101408;RMR Neuhausen                O;RMR Neuhausen                O;RMR Neuhausen                O;RMR Neuhausen                O;RMR NH;RMR NH;RMR NH;RMR NH;21545;;1900-01-01;2099-12-31;60
ch:1:sboid:101409;101409;ECORT Testfilialen Galileo   O;ECORT Testfilialen Galileo   O;ECORT Testfilialen Galileo   O;ECORT Testfilialen Galileo   O;ECORT Gali;ECORT Gali;ECORT Gali;ECORT Gali;21546;;1900-01-01;2099-12-31;60
ch:1:sboid:101411;101411;ECORT Testfilialen Worldspan O;ECORT Testfilialen Worldspan O;ECORT Testfilialen Worldspan O;ECORT Testfilialen Worldspan O;ECORT Worl;ECORT Worl;ECORT Worl;ECORT Worl;21548;;1900-01-01;2099-12-31;60
ch:1:sboid:101412;101412;ECORT Testfilialen Amadeus   O;ECORT Testfilialen Amadeus   O;ECORT Testfilialen Amadeus   O;ECORT Testfilialen Amadeus   O;ECORT Amad;ECORT Amad;ECORT Amad;ECORT Amad;21549;;1900-01-01;2099-12-31;60
ch:1:sboid:101416;101416;Fortuna Küssnacht am Rigi    O;Fortuna Küssnacht am Rigi    O;Fortuna Küssnacht am Rigi    O;Fortuna Küssnacht am Rigi    O;FORTUNA;FORTUNA;FORTUNA;FORTUNA;21553;;1900-01-01;2099-12-31;60
ch:1:sboid:101419;101419;Glisenti St. Moritz          O;Glisenti St. Moritz          O;Glisenti St. Moritz          O;Glisenti St. Moritz          O;GLISENTI;GLISENTI;GLISENTI;GLISENTI;21556;;1900-01-01;2099-12-31;60
ch:1:sboid:101427;101427;Frossard Basel               O;Frossard Basel               O;Frossard Basel               O;Frossard Basel               O;FROSSARD;FROSSARD;FROSSARD;FROSSARD;21564;;1900-01-01;2099-12-31;60
ch:1:sboid:101434;101434;Hotelplan Schweiz AG         O;Hotelplan Schweiz AG         O;Hotelplan Schweiz AG         O;Hotelplan Schweiz AG         O;HOTELPLAN;HOTELPLAN;HOTELPLAN;HOTELPLAN;21572;;1900-01-01;2099-12-31;60
ch:1:sboid:100615;100615;Auto AG Uri;Auto AG Uri;Auto AG Uri;Auto AG Uri;AAGU;AAGU;AAGU;AAGU;816;;1900-01-01;2099-12-31;30
ch:1:sboid:100618;100618;Automobil Rottal AG;Automobil Rottal AG;Automobil Rottal AG;Automobil Rottal AG;ARAG;ARAG;ARAG;ARAG;819;;1900-01-01;2099-12-31;30
ch:1:sboid:101580;101580;Inna Tour Moscow             O;Inna Tour Moscow             O;Inna Tour Moscow             O;Inna Tour Moscow             O;INNA TOUR;INNA TOUR;INNA TOUR;INNA TOUR;21737;;1900-01-01;2099-12-31;60
ch:1:sboid:101581;101581;Intersoc Bruxelles           O;Intersoc Bruxelles           O;Intersoc Bruxelles           O;Intersoc Bruxelles           O;INTERSOC;INTERSOC;INTERSOC;INTERSOC;21738;;1900-01-01;2099-12-31;60
ch:1:sboid:101582;101582;Hotelplan International      O;Hotelplan International      O;Hotelplan International      O;Hotelplan International      O;HOPLA INT;HOPLA INT;HOPLA INT;HOPLA INT;21739;;1900-01-01;2099-12-31;60
ch:1:sboid:101583;101583;Traveloteca Madrid           O;Traveloteca Madrid           O;Traveloteca Madrid           O;Traveloteca Madrid           O;TRAVELOTEC;TRAVELOTEC;TRAVELOTEC;TRAVELOTEC;21741;;1900-01-01;2099-12-31;60
ch:1:sboid:101584;101584;TSW Travel Moscow            O;TSW Travel Moscow            O;TSW Travel Moscow            O;TSW Travel Moscow            O;TSW TRAVEL;TSW TRAVEL;TSW TRAVEL;TSW TRAVEL;21743;;1900-01-01;2099-12-31;60
ch:1:sboid:101585;101585;Bern Tourismus               O;Bern Tourismus               O;Bern Tourismus               O;Bern Tourismus               O;BERN TOUR;BERN TOUR;BERN TOUR;BERN TOUR;21744;;1900-01-01;2099-12-31;60
ch:1:sboid:101586;101586;Jet Travel Moscow            O;Jet Travel Moscow            O;Jet Travel Moscow            O;Jet Travel Moscow            O;JET TRAVEL;JET TRAVEL;JET TRAVEL;JET TRAVEL;21745;;1900-01-01;2099-12-31;60
ch:1:sboid:100300;100300;Bergbahnen Sörenberg AG - fikt;Bergbahnen Sörenberg AG - fikt;Bergbahnen Sörenberg AG - fikt;Bergbahnen Sörenberg AG - fikt;BSAG-fikt;BSAG-fikt;BSAG-fikt;BSAG-fikt;343;;1900-01-01;2099-12-31;10
ch:1:sboid:100302;100302;Gotthard Oberalp Arena;Gotthard Oberalp Arena;Gotthard Oberalp Arena;Gotthard Oberalp Arena;GOBA-Pool;GOBA-Pool;GOBA-Pool;GOBA-Pool;345;;1900-01-01;2099-12-31;10
ch:1:sboid:100303;100303;Luftseilbahn Kandersteg-Allmenalp;Luftseilbahn Kandersteg-Allmenalp;Luftseilbahn Kandersteg-Allmenalp;Luftseilbahn Kandersteg-Allmenalp;LSKA;LSKA;LSKA;LSKA;346;;1900-01-01;2099-12-31;10
ch:1:sboid:100107;100107;Lugano-Monte San Salvatore;Lugano-Monte San Salvatore;Lugano-Monte San Salvatore;Lugano-Monte San Salvatore;MS;MS;MS;MS;134;;1900-01-01;2099-12-31;10
ch:1:sboid:101561;101561;Herman Travel Tallinn        O;Herman Travel Tallinn        O;Herman Travel Tallinn        O;Herman Travel Tallinn        O;HERMAN TRA;HERMAN TRA;HERMAN TRA;HERMAN TRA;21710;;1900-01-01;2099-12-31;60
ch:1:sboid:101562;101562;Girasole Milano              O;Girasole Milano              O;Girasole Milano              O;Girasole Milano              O;GIRASOLE;GIRASOLE;GIRASOLE;GIRASOLE;21711;;1900-01-01;2099-12-31;60
ch:1:sboid:101563;101563;Railtour Luxembourg          O;Railtour Luxembourg          O;Railtour Luxembourg          O;Railtour Luxembourg          O;RT LUX;RT LUX;RT LUX;RT LUX;21712;;1900-01-01;2099-12-31;60
ch:1:sboid:101564;101564;Crystal Holidays Kingston    O;Crystal Holidays Kingston    O;Crystal Holidays Kingston    O;Crystal Holidays Kingston    O;CRYSTAL KI;CRYSTAL KI;CRYSTAL KI;CRYSTAL KI;21714;;1900-01-01;2099-12-31;60
ch:1:sboid:101565;101565;BTI Polska Warszawa          O;BTI Polska Warszawa          O;BTI Polska Warszawa          O;BTI Polska Warszawa          O;BTI POLSKA;BTI POLSKA;BTI POLSKA;BTI POLSKA;21715;;1900-01-01;2099-12-31;60
ch:1:sboid:101566;101566;Rail Tours Austria Wien      O;Rail Tours Austria Wien      O;Rail Tours Austria Wien      O;Rail Tours Austria Wien      O;RT AUSTRIA;RT AUSTRIA;RT AUSTRIA;RT AUSTRIA;21716;;1900-01-01;2099-12-31;60
ch:1:sboid:101567;101567;Al-Tayer Dubai               O;Al-Tayer Dubai               O;Al-Tayer Dubai               O;Al-Tayer Dubai               O;AL-TAYER;AL-TAYER;AL-TAYER;AL-TAYER;21718;;1900-01-01;2099-12-31;60
ch:1:sboid:101568;101568;Planeta Tours Moscow         O;Planeta Tours Moscow         O;Planeta Tours Moscow         O;Planeta Tours Moscow         O;PLANETA TO;PLANETA TO;PLANETA TO;PLANETA TO;21719;;1900-01-01;2099-12-31;60
ch:1:sboid:101569;101569;Alpine Cl.Hotels Switzerland O;Alpine Cl.Hotels Switzerland O;Alpine Cl.Hotels Switzerland O;Alpine Cl.Hotels Switzerland O;ALPINE CLA;ALPINE CLA;ALPINE CLA;ALPINE CLA;21721;;1900-01-01;2099-12-31;60
ch:1:sboid:101572;101572;SNCB Voyageurs Int Bruxelles O;SNCB Voyageurs Int Bruxelles O;SNCB Voyageurs Int Bruxelles O;SNCB Voyageurs Int Bruxelles O;SNCB VOY;SNCB VOY;SNCB VOY;SNCB VOY;21726;;1900-01-01;2099-12-31;60
ch:1:sboid:101573;101573;Incotrade Frauenfeld         O;Incotrade Frauenfeld         O;Incotrade Frauenfeld         O;Incotrade Frauenfeld         O;INCOTRADE;INCOTRADE;INCOTRADE;INCOTRADE;21727;;1900-01-01;2099-12-31;60
ch:1:sboid:101577;101577;Avantix-Travel Moscow        O;Avantix-Travel Moscow        O;Avantix-Travel Moscow        O;Avantix-Travel Moscow        O;AVANTIX;AVANTIX;AVANTIX;AVANTIX;21732;;1900-01-01;2099-12-31;60
ch:1:sboid:101578;101578;Swiss Quality Hotels Stäfä   O;Swiss Quality Hotels Stäfä   O;Swiss Quality Hotels Stäfä   O;Swiss Quality Hotels Stäfä   O;SWISS QUAL;SWISS QUAL;SWISS QUAL;SWISS QUAL;21733;;1900-01-01;2099-12-31;60
ch:1:sboid:100719;100719;Erlebnis Schweiz AG ASm;Erlebnis Schweiz AG Asm;Erlebnis Schweiz AG Asm;Erlebnis Schweiz AG ASm;ASm-T;ASm-T;ASm-T;ASm-T;920;;1900-01-01;2099-12-31;95
ch:1:sboid:101171;101171;Autobusbetrieb LEE;Autobusbetrieb LEE;Autobusbetrieb LEE;Autobusbetrieb LEE;LEE Bus Fp;LEE Bus Fp;LEE Bus Fp;LEE Bus Fp;7038;;1900-01-01;2099-12-31;32
ch:1:sboid:101172;101172;Reichenbach Transporte Gstaad;Reichenbach Transporte Gstaad;Reichenbach Transporte Gstaad;Reichenbach Transporte Gstaad;RTG;RTG;RTG;RTG;7039;;1900-01-01;2099-12-31;32
ch:1:sboid:101175;101175;BLS Bus Fahrplanbedürfnisse;BLS Bus Fahrplanbedürfnisse;BLS Bus Fahrplanbedürfnisse;BLS Bus Fahrplanbedürfnisse;BLS BusFpl;BLS BusFpl;BLS BusFpl;BLS BusFpl;7042;;1900-01-01;2099-12-31;32
ch:1:sboid:101176;101176;VCO Trasporti;VCO Trasporti;VCO Trasporti;VCO Trasporti;VCO;VCO;VCO;VCO;7043;;1900-01-01;2099-12-31;32
ch:1:sboid:101178;101178;Bürgerbus Gondiswil-Huttwil-Ufhusen;Bürgerbus Gondiswil-Huttwil-Ufhusen;Bürgerbus Gondiswil-Huttwil-Ufhusen;Bürgerbus Gondiswil-Huttwil-Ufhusen;GHU;GHU;GHU;GHU;7045;;1900-01-01;2099-12-31;32
ch:1:sboid:101179;101179;Bürgerbus Kleindietwil-Oeschenbach-Walterswil;Bürgerbus Kleindietwil-Oeschenbach-Walterswil;Bürgerbus Kleindietwil-Oeschenbach-Walterswil;Bürgerbus Kleindietwil-Oeschenbach-Walterswil;OUW;OUW;OUW;OUW;7046;;1900-01-01;2099-12-31;32
ch:1:sboid:101180;101180;Sumvitg Turissem;Sumvitg Turissem;Sumvitg Turissem;Sumvitg Turissem;SUTU;SUTU;SUTU;SUTU;7047;;1900-01-01;2099-12-31;32
ch:1:sboid:101181;101181;SOB Bus Fahrplanbedürfnisse;SOB Bus Fahrplanbedürfnisse;SOB Bus Fahrplanbedürfnisse;SOB Bus Fahrplanbedürfnisse;SOB BusFpl;SOB BusFpl;SOB BusFpl;SOB BusFpl;7048;;1900-01-01;2099-12-31;32
ch:1:sboid:101182;101182;Förderverein Region Gantrisch;Förderverein Region Gantrisch;Förderverein Region Gantrisch;Förderverein Region Gantrisch;FRG;FRG;FRG;FRG;7049;;1900-01-01;2099-12-31;32
ch:1:sboid:101183;101183;ZB Bus Fahrplanbedürfnisse;ZB Bus Fahrplanbedürfnisse;ZB Bus Fahrplanbedürfnisse;ZB Bus Fahrplanbedürfnisse;ZB Bus Fpl;ZB Bus Fpl;ZB Bus Fpl;ZB Bus Fpl;7050;;1900-01-01;2099-12-31;32
ch:1:sboid:101184;101184;Kröschenbrunnen Bus;Kröschenbrunnen Bus;Kröschenbrunnen Bus;Kröschenbrunnen Bus;Kröbu;Kröbu;Kröbu;Kröbu;7051;;1900-01-01;2099-12-31;32
ch:1:sboid:100599;100599;Stadtbus Frauenfeld;Stadtbus Frauenfeld;Stadtbus Frauenfeld;Stadtbus Frauenfeld;SBF;SBF;SBF;SBF;797;;1900-01-01;2099-12-31;30
ch:1:sboid:100601;100601;Verkehrsbetriebe Herisau;Verkehrsbetriebe Herisau;Verkehrsbetriebe Herisau;Verkehrsbetriebe Herisau;VBH;VBH;VBH;VBH;799;;1900-01-01;2099-12-31;30
ch:1:sboid:100603;100603;PostAuto Schweiz Berg;CarPostal Suisse Berg;AutoPostale Svizzera Berg;PostAuto Schweiz Berg;PAG Berg;PAG Berg;PAG Berg;PAG Berg;802;;1900-01-01;2099-12-31;30
ch:1:sboid:100604;100604;Verkehrsbetrieb LIECHTENSTEINmobil;Verkehrsbetrieb LIECHTENSTEINmobil;Verkehrsbetrieb LIECHTENSTEINmobil;Verkehrsbetrieb LIECHTENSTEINmobil;VLM;VLM;VLM;VLM;805;;1900-01-01;2099-12-31;30
ch:1:sboid:100936;100936;GYSEV (österreichischer Teil);GYSEV (österreichischer Teil);GYSEV (österreichischer Teil);GYSEV (österreichischer Teil);GYSEV OEBB;GYSEV OEBB;GYSEV OEBB;GYSEV OEBB;1981;;1900-01-01;2099-12-31;95
ch:1:sboid:100939;100939;Dänische Privatbahnen;Dänische Privatbahnen;Dänische Privatbahnen;Dänische Privatbahnen;DSB 1    $;DSB 1    $;DSB 1    $;DSB 1    $;1986;;1900-01-01;2099-12-31;95
ch:1:sboid:100940;100940;SNCB-Verbindungen via Roosendaal (fr);SNCB-Verbindungen via Roosendaal (fr);SNCB-Verbindungen via Roosendaal (fr);SNCB-Verbindungen via Roosendaal (fr);SNCB 3   $;SNCB 3   $;SNCB 3   $;SNCB 3   $;1988;;1900-01-01;2099-12-31;95
ch:1:sboid:100941;100941;Publikation nur Kursbuch/Plakat;Publikation nur Kursbuch/Plakat;Publikation nur Kursbuch/Plakat;Publikation nur Kursbuch/Plakat;KUBUS;KUBUS;KUBUS;KUBUS;3000;;1900-01-01;2099-12-31;95
ch:1:sboid:100943;100943;Aletsch-Express Riederalp-Bettmeralp;Aletsch-Express Riederalp-Bettmeralp;Aletsch-Express Riederalp-Bettmeralp;Aletsch-Express Riederalp-Bettmeralp;ALEX;ALEX;ALEX;ALEX;3002;;1900-01-01;2099-12-31;12
ch:1:sboid:100944;100944;Télésiège Buttes-La Robella;Télésiège Buttes-La Robella;Télésiège Buttes-La Robella;Télésiège Buttes-La Robella;TBR;TBR;TBR;TBR;3003;;1900-01-01;2099-12-31;12
ch:1:sboid:100945;100945;Transports publics fribourgeois;Transports publics fribourgeois;Transports publics fribourgeois;Transports publics fribourgeois;TPF-nstp;TPF-nstp;TPF-nstp;TPF-nstp;3004;;1900-01-01;2099-12-31;12
ch:1:sboid:100947;100947;Sportbahnen Axalp-Windegg;Sportbahnen Axalp-Windegg;Sportbahnen Axalp-Windegg;Sportbahnen Axalp-Windegg;SAW;SAW;SAW;SAW;3006;;1900-01-01;2099-12-31;12
ch:1:sboid:100720;100720;Sammelstiftung Symova;Sammelstiftung Symova;Sammelstiftung Symova;Sammelstiftung Symova;SYMOVA;SYMOVA;SYMOVA;SYMOVA;921;;1900-01-01;2099-12-31;95
ch:1:sboid:100722;100722;Versicherungsverband Schweizerischer Transportunternehmungen;Versicherungsverband Schweizerischer Transportunternehmungen;Versicherungsverband Schweizerischer Transportunternehmungen;Versicherungsverband Schweizerischer Transportunternehmungen;VSST;VSST;VSST;VSST;923;;1900-01-01;2099-12-31;95
ch:1:sboid:100724;100724;Mercato Shop Teufen;Mercato Shop Teufen;Mercato Shop Teufen;Mercato Shop Teufen;AB-T;AB-T;AB-T;AB-T;925;;1900-01-01;2099-12-31;95
ch:1:sboid:100725;100725;Bern-Lötschberg-Simplon/Tunnel Autoverlad;Bern-Lötschberg-Simplon/Tunnel Autoverlad;Bern-Lötschberg-Simplon/Tunnel Autoverlad;Bern-Lötschberg-Simplon/Tunnel Autoverlad;BLS Tunnel;BLS Tunnel;BLS Tunnel;BLS Tunnel;926;;1900-01-01;2099-12-31;95
ch:1:sboid:100726;100726;Regional Pass Montreux/Vevey;Regional Pass Montreux/Vevey;Regional Pass Montreux/Vevey;Regional Pass Montreux/Vevey;RP Mx/Vv;RP Mx/Vv;RP Mx/Vv;RP Mx/Vv;927;;1900-01-01;2099-12-31;95
ch:1:sboid:100727;100727;Regional Pass Tell;Regional Pass Tell;Regional Pass Tell;Regional Pass Tell;RP Tell;RP Tell;RP Tell;RP Tell;928;;1900-01-01;2099-12-31;95
